   n  timestamp       rr   bpm
90760        76590786  1035  58
90761        76591822  1084  55
90762        76592907  1067  56
90763        76593975  1002  60
90764        76594978  1089  55
90765        76596068  1144  52
90766        76597213  1103  54
90767        76598317  1063  56
90768        76599381  1134  53
90769        76600516  1069  56
90770        76601586  1021  59
90771        76602608  1084  55
90772        76603693  1035  58
90773        76604729  1005  60
90774        76605735  1073  56
90775        76606809  1039  58
90776        76607849   949  63
90777        76608799   921  65
90778        76609721   979  61
90779        76610701   892  67
90780        76611594  1041  58
90781        76612636  1156  52
90782        76613793  1116  54
90783        76614910  1089  55
90784        76616000  1226  49
90785        76617227  1180  51
90786        76618408  1088  55
90787        76619497  1219  49
90788        76620717  1084  55
90789        76621802  1105  54
90790        76622908  1175  51
90791        76624084  1063  56
90792        76625148  1155  52
90793        76626304  1299  46
90794        76627604  1196  50
90795        76628801  1234  49
90796        76630036  1333  45
90797        76631370  1281  47
90798        76632652  1377  44
90799        76634030  1271  47
90800        76635302  1371  44
90801        76636674  1342  45
90802        76638017  1267  47
90803        76639285  1313  46
90804        76640599  1262  48
90805        76641862  1231  49
90806        76643094  1313  46
90807        76644408  1243  48
90808        76645652  1231  49
90809        76646884  1293  46
90810        76648178  1234  49
90811        76649413  1229  49
90812        76650643  1305  46
90813        76651949  1206  50
90814        76653156  1351  44
90815        76654508  1202  50
90816        76655711  1349  44
90817        76657061  1195  50
90818        76658257  1133  53
90819        76659391  1276  47
90820        76660668  1208  50
90821        76661877  1108  54
90822        76662986  1229  49
90823        76664216  1204  50
90824        76665421  1086  55
90825        76666508  1084  55
90826        76667593  1038  58
90827        76668632   958  63
90828        76669591   936  64
90829        76670528  1141  53
90830        76671670  1075  56
90831        76672746   994  60
90832        76673741  1124  53
90833        76674866  1133  53
90834        76676000  1093  55
90835        76677094  1169  51
90836        76678264  1178  51
90837        76679443  1105  54
90838        76680549  1157  52
90839        76681707  1124  53
90840        76682832  1197  50
90841        76684030  1202  50
90842        76685233  1141  53
90843        76686375  1187  51
90844        76687563  1121  54
90845        76688685  1063  56
90846        76689749  1152  52
90847        76690902  1130  53
90848        76692033  1069  56
90849        76693103  1178  51
90850        76694282  1167  51
90851        76695450  1065  56
90852        76696516  1110  54
90853        76697627  1113  54
90854        76698741  1051  57
90855        76699793  1022  59
90856        76700816  1222  49
90857        76702039  1159  52
90858        76703199  1062  56
90859        76704262  1101  54
90860        76705364  1086  55
90861        76706451  1047  57
90862        76707499  1132  53
90863        76708632  1229  49
90864        76709862  1096  55
90865        76710959  1127  53
90866        76712087  1135  53
90867        76713223   977  61
90868        76714201  1051  57
90869        76715253  1095  55
90870        76716349   999  60
90871        76717349   910  66
90872        76718260  1035  58
90873        76719296  1126  53
90874        76720423   999  60
90875        76721423   973  62
90876        76722397  1072  56
90877        76723470  1035  58
90878        76724506   915  66
90879        76725422   943  64
90880        76726366   992  60
90881        76727359   969  62
90882        76728329   969  62
90883        76729299  1105  54
90884        76730405  1131  53
90885        76731537  1113  54
90886        76732651  1134  53
90887        76733786  1090  55
90888        76734877  1157  52
90889        76736035  1157  52
90890        76737193  1131  53
90891        76738325  1060  57
90892        76739386  1047  57
90893        76740434  1259  48
90894        76741694  1275  47
90895        76742970  1115  54
90896        76744086  1210  50
90897        76745297   985  61
90898        76746283  1080  56
90899        76747364  1497  40
90900        76748862  1174  51
90901        76750037  1192  50
90902        76751230  1207  50
90903        76752438  1100  55
90904        76753539  1225  49
90905        76754765  1229  49
90906        76755995  1102  54
90907        76757098  1219  49
90908        76758318  1228  49
90909        76759547  1108  54
90910        76760656  1209  50
90911        76761866  1225  49
90912        76763092  1113  54
90913        76764206  1201  50
90914        76765408  1252  48
90915        76766661  1171  51
90916        76767833  1218  49
90917        76769052  1253  48
90918        76770306  1166  51
90919        76771473  1249  48
90920        76772723  1238  48
90921        76773962  1080  56
90922        76775043  1115  54
90923        76776159  1179  51
90924        76777339  1144  52
90925        76778484  1092  55
90926        76779577  1369  44
90927        76780947  1249  48
90928        76782197  1217  49
90929        76783415  1216  49
90930        76784632  1231  49
90931        76785864  1194  50
90932        76787059  1270  47
90933        76788330  1226  49
90934        76789557  1211  50
90935        76790769  1327  45
90936        76792097  1273  47
90937        76793371  1240  48
90938        76794612  1326  45
90939        76795939  1218  49
90940        76797158  1157  52
90941        76798316  1213  49
90942        76799530  1175  51
90943        76800706  1136  53
90944        76801843  1341  45
90945        76803185  1224  49
90946        76804410  1196  50
90947        76805607  1275  47
90948        76806883  1225  49
90949        76808109  1167  51
90950        76809277  1218  49
90951        76810496  1178  51
90952        76811675  1120  54
90953        76812796  1164  52
90954        76813961  1163  52
90955        76815125  1401  43
90956        76816527  1295  46
90957        76817823  1281  47
90958        76819105  1298  46
90959        76820404  1176  51
90960        76821581  1146  52
90961        76822728  1157  52
90962        76823886  1071  56
90963        76824958   917  65
90964        76825876   963  62
90965        76826840  1409  43
90966        76828250  1079  56
90967        76829330  1219  49
90968        76830550  1162  52
90969        76831713  1074  56
90970        76832788  1194  50
90971        76833983  1158  52
90972        76835142  1089  55
90973        76836232  1131  53
90974        76837364  1132  53
90975        76838497  1097  55
90976        76839595  1120  54
90977        76840716  1081  56
90978        76841798  1073  56
90979        76842872  1089  55
90980        76843962   903  66
90981        76844865   901  67
90982        76845767  1064  56
90983        76846832  1500  40
90984        76848333  1135  53
